,sentiment,news,sentiment_encoded,sentiment_transformer,sentiment_transformer_score,sent_trans_NEUTRAL_SCORE,combine
4483,neutral,"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",1,POSITIVE,0.9997392296791077,,neutral
4484,neutral,The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .,1,POSITIVE,0.853797197,neutral,neutral
4485,neutral,"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes .",1,POSITIVE,0.9805616736412048,neutral,neutral
4486,positive,"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",2,POSITIVE,0.9998140931129456,,positive
4487,neutral,"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .",1,POSITIVE,0.9998570680618286,,neutral
4488,neutral,All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,1,POSITIVE,0.9995375871658325,,neutral
4489,positive,At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,2,POSITIVE,0.9998831748962402,,positive
4490,neutral,"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",1,POSITIVE,0.9988728165626526,,neutral
4491,neutral,"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",1,POSITIVE,0.999652624,,neutral
4492,positive,We are very proud to be able to use this kind of innovative mobile service for voting in elections .,2,POSITIVE,0.9998156428337097,,positive
4493,positive,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",2,POSITIVE,0.9997832179069519,,positive
4494,neutral,The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team .,1,NEGATIVE,0.9987205862998962,,neutral
4495,positive,"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",2,POSITIVE,0.9935457110404968,,positive
4496,positive,"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",2,POSITIVE,0.9919049739837646,,positive
4497,positive,"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",2,NEGATIVE,0.999459445,,positive
4498,positive,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,2,NEGATIVE,0.9130369424819946,neutral,neutral
4499,positive,"W+Ærtsil+Æ 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",2,POSITIVE,0.9313164949417114,neutral,neutral
4500,positive,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",2,POSITIVE,0.9996954202651978,,positive
4501,positive,The company said it estimates to make a slight profit thanks to cost-cutting measures .,2,NEGATIVE,0.9843364953994751,neutral,neutral
4502,positive,"The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .",2,POSITIVE,0.9480547308921814,neutral,neutral
4503,positive,"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said .",2,POSITIVE,0.983528733,neutral,neutral
4504,positive,"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",2,POSITIVE,0.9957643747329712,,positive
4505,positive,"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",2,POSITIVE,0.997464657,,positive
4506,positive,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",2,NEGATIVE,0.9922290444374084,,positive
4507,neutral,"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",1,NEGATIVE,0.9430230855941772,neutral,neutral
4508,neutral,"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",1,POSITIVE,0.8375062346458435,neutral,neutral
4509,positive,The court found TelecomInvest 's arguments convincing .,2,POSITIVE,0.9911148548126221,,positive
4510,neutral,"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",1,NEGATIVE,0.996760905,,neutral
4511,neutral,"Typically , the transmission power level can be decreased when the interference noise is above a predefined value .",1,NEGATIVE,0.9980013966560364,,neutral
4512,neutral,Bioheapleaching makes extraction of metals from low grade ore economically viable .,1,POSITIVE,0.9980643391609192,,neutral
4513,positive,"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",2,POSITIVE,0.9993662238121033,,positive
4514,negative,"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",0,NEGATIVE,0.9995176792144775,,negative
4515,neutral,"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .",1,NEGATIVE,0.8125091791152954,neutral,neutral
4516,neutral,"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",1,NEGATIVE,0.978662908,neutral,neutral
4517,neutral,The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,1,NEGATIVE,0.9138596057891846,neutral,neutral
4518,neutral,"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",1,NEGATIVE,0.9773021936416626,neutral,neutral
4519,neutral,"We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe .",1,POSITIVE,0.9998016953468323,,neutral
4520,neutral,"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",1,POSITIVE,0.9997439980506897,,neutral
4521,neutral,`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,1,NEGATIVE,0.9868956208229065,neutral,neutral
4522,positive,1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,2,POSITIVE,0.9990031123161316,,positive
4523,neutral,"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",1,POSITIVE,0.9969755411148071,,neutral
4524,negative,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",0,NEGATIVE,0.999603808,,negative
4525,neutral,"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",1,NEGATIVE,0.980983317,neutral,neutral
4526,neutral,M2 Communications disclaims all liability for information provided within information on on the world wide web .,1,NEGATIVE,0.9101309776306152,neutral,neutral
4527,neutral,Rosen was cautious about being too optimistic inregard to the second half of the year .,1,NEGATIVE,0.9500250220298767,neutral,neutral
4528,neutral,"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",1,POSITIVE,0.9987722039222717,,neutral
4529,negative,The first ship has been delayed and is estimated to be completed in spring 2010 .,0,NEGATIVE,0.9924690127372742,,negative
4530,negative,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",0,NEGATIVE,0.9973639845848083,,negative
4531,negative,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,0,NEGATIVE,0.9938734769821167,,negative
4532,negative,"`` Adjustment to the fall in price level , in contrast , has been less effective .",0,NEGATIVE,0.9991757273674011,,negative
4533,negative,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,0,NEGATIVE,0.9995290040969849,,negative
4534,positive,"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",2,NEGATIVE,0.9923519492149353,,positive
4535,negative,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",0,NEGATIVE,0.9973331689834595,,negative
4536,positive,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",2,NEGATIVE,0.989556611,,positive
4537,neutral,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",1,POSITIVE,0.9488588571548462,neutral,neutral
4538,negative,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,0,NEGATIVE,0.9989110231399536,,negative
